speaker,sex,age,res,edu,file,speech_rate,word,phone,previous,following,phone_start,phone_end
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,但,n,a4,uo3,30.643879038739623,30.689780129049858
ma_4336,F,25,Canto,14,Canto_ma_4336,6.911375217237614,跟,g,uo3,e1,39.47214999454285,39.54262865958463
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,那个,ei4,n,g,9.821889580411822,9.894978972066095
ma_4336,F,25,Canto,14,Canto_ma_4336,5.3523265991775455,找,ao3,zh,i1,35.19104831189997,35.37021477277958
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,当然,n,a2,uo3,7.936282149480427,7.961349193151649
ma_4336,F,25,Canto,14,Canto_ma_4336,5.275543428890118,天,ia1,t,n,14.63655146070995,14.70195994165999
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,偷,t,ai2,ou1,5.15083896075926,5.2837417448269415
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,不,b,e5,u4,47.43457378849132,47.55853663194545
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,的,e5,d,iao4,57.77865328143681,57.865157300324164
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,没有,iou3,ei2,iao4,44.05149399902873,44.10921351239257
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,英文,i1,e5,ng,55.94346479158973,56.2216818945246
ma_4336,F,25,Canto,14,Canto_ma_4336,5.275543428890118,打,d,v4,a3,15.57560479022637,15.6336943312509
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,男,a2,n,n,44.55778609233391,44.689257262099424
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,调,iao4,d,l,24.954940318476392,25.073074699994052
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,我,uo3,a1,j,29.10026092006278,29.230843086391857
ma_4336,F,25,Canto,14,Canto_ma_4336,4.752918570718802,知道,zh,uo3,ii1,0.7916770833913647,0.8943166840304625
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,那,a4,n,sh,21.189335466893453,21.282983415828884
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,吗,m,e5,a5,21.965649040926145,22.027335690885813
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,要,iao4,e5,h,57.865157300324164,58.0063667787837
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,这个,e4,g,n,44.44049766685721,44.479360213894815
ma_4336,F,25,Canto,14,Canto_ma_4336,6.911375217237614,她,t,iao4,a1,40.218238354244946,40.330461981889464
ma_4336,F,25,Canto,14,Canto_ma_4336,5.275543428890118,叫,iao4,j,uo3,16.31648369636529,16.453862617807147
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,我,uo3,n,iao4,30.689780129049858,30.7653250258591
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,有,iou3,ei3,i1,23.383932523586136,23.472024914070015
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,偷,ou1,t,q,5.2837417448269415,5.390619072582866
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,吗,a5,m,n,21.092921729883827,21.137831696412853
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,不,b,ie3,u4,49.79742241134013,49.900661890421915
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,可能,e3,k,n,56.684857587834344,56.74728262847761
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,就,j,uo3,iu4,29.230843086391857,29.306052699676357
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,单,a1,d,n,10.077283158831376,10.23544380962423
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,的,e5,d,i1,55.82348938231448,55.94346479158973
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,交,j,iou3,iao1,10.714486135932987,10.8188975505957
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,调,d,n,iao4,24.902764205441038,24.954940318476392
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,但是,d,e5,a,42.315194151563006,42.38737185657817
ma_4336,F,25,Canto,14,Canto_ma_4336,5.275543428890118,电话,ia4,d,n,15.863462851689235,15.904143812330892
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,老公,ng,o1,ie3,49.62446178908824,49.6465305135384
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,总,ng,o3,t,23.877547169498893,23.89618689417906
ma_4336,F,25,Canto,14,Canto_ma_4336,4.752918570718802,为什么,sh,uei4,e,1.724329871087638,1.8083120372625963
ma_4336,F,25,Canto,14,Canto_ma_4336,6.910756999450018,先,n,ia1,sh,22.756360408664715,22.766643272642973
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,这个,ei4,zh,g,46.01950595746036,46.09471204428644
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,做,z,ng,uo4,47.8577029691353,47.96112313641809
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,老公,o1,g,ng,49.56625881754457,49.62446178908824
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,说,uo1,sh,t,55.53688884413771,55.6767887405376
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,这个,g,ei4,e4,47.12213625838873,47.15091076117436
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,两,l,n,ia3,41.192946767408145,41.2187450097931
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,一,i1,ao3,x,58.32451953295047,58.517176067862025
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,男,a2,n,n,47.25737468497508,47.37356687556651
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,不,u4,b,d,49.900661890421915,49.996233516961375
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,乡下,x,iao4,ia1,43.13323022195023,43.190028781062814
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,这个,zh,i3,ei4,57.24887667792473,57.402327666542625
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,了,l,uo1,e5,21.85332731938057,21.899555711825943
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,还是,sh,ai2,ii5,42.734111994184865,42.798607285013226
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,时间,n,ia4,q,42.00072507148725,42.07172216423737
ma_4336,F,25,Canto,14,Canto_ma_4336,4.752918570718802,为什么,e,sh,n,1.8083120372625963,1.8298118569955675
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,天,n,ia1,n,3.8474111611241892,3.8740975760023604
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,跟,g,ii4,en1,20.510665772392947,20.535099850720744
ma_4336,F,25,Canto,14,Canto_ma_4336,5.275543428890118,帮,b,v4,a1,17.27933264275027,17.313363747733806
ma_4336,F,25,Canto,14,Canto_ma_4336,5.275543428890118,天,t,ng,ia1,14.547230993503057,14.63655146070995
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,这样,ng,ia4,s,24.515293241179013,24.561211255824738
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,清,i1,q,ng,8.617579849525358,8.689471054431202
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,但是,n,a,sh,42.442866196638505,42.45032558065176
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,男,a2,n,n,57.574634884683654,57.680277261156874
ma_4336,F,25,Canto,14,Canto_ma_4336,5.3523265991775455,找,zh,iu4,ao3,35.92077136231624,36.01348969654899
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,这个,e4,g,n,57.45835013891479,57.525799000296466
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,老公,ao3,l,g,49.39164990291358,49.5015161862769
ma_4336,F,25,Canto,14,Canto_ma_4336,5.275543428890118,电话,h,n,ua4,15.933350655868491,15.974031616510146
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,台,ai2,t,t,5.050036825325726,5.15083896075926
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,回去,h,iao4,uei2,29.404794251977318,29.466010021242123
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,总,ng,o3,t,4.968186895918277,4.991104876152363
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,当然,r,ng,a2,7.8655891313230155,7.873174803518045
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,台,ai2,t,x,23.97830953850907,24.102201785563256
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,个,e4,g,sh,41.34272943574539,41.403577752923304
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,没有,ei2,m,iou3,10.500736124366652,10.571429142524064
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,帮,a1,b,ng,19.251236678225304,19.44726278246488
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,啦,l,n,a1,9.256682553633047,9.281844475350091
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,是,ii4,sh,sh,55.37906781971732,55.48495891329646
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,也,ie3,uo3,g,8.124723020925671,8.228665161107937
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,个,g,a4,e4,4.044082944891379,4.066768971936153
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,办法,a3,f,m,30.107108954600257,30.228671418646677
ma_4336,F,25,Canto,14,Canto_ma_4336,5.3523265991775455,就,j,i3,iu4,34.8487431057227,34.888550095195505
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,的,d,n,e5,57.760875322711485,57.77865328143681
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,这个,zh,iu4,ei4,45.95327024532852,46.01950595746036
ma_4336,F,25,Canto,14,Canto_ma_4336,6.911375217237614,就,j,uo3,iu4,39.92814036214359,39.99294900733795
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,没有,iou3,ei2,j,10.571429142524064,10.714486135932987
ma_4336,F,25,Canto,14,Canto_ma_4336,4.619987442150039,那么,e5,m,<SIL>,12.535524048696708,12.853950156663824
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,这样,ia4,ei4,ng,24.463602627661096,24.515293241179013
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,一定,i1,uo1,d,32.47367819514515,32.788388182049395
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,一直,ii2,zh,d,31.482210946738775,31.55366958597301
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,这个,zh,e4,ei4,46.904946233847845,47.085514163934285
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,那个,e4,g,d,9.920140893783142,9.967199619766943
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,个,g,ng,e4,41.32638590903879,41.34272943574539
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,跟,g,ua4,e1,31.952641072246816,32.0321404615608
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,嘛,m,ng,a5,50.19880072222945,50.28389013385846
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,老公,ng,o1,m,43.843012141544534,43.869668492604454
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,说,sh,ii4,uo1,55.48495891329646,55.53688884413771
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,的,i4,d,<SIL>,44.826334303914116,45.05420213712693
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,这样,ng,ia4,t,28.935024660514337,28.99714680583648
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,什么,n,e2,m,48.24739803201268,48.28087823976671
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,回去,q,uei2,v4,29.53037720736039,29.578056604485035
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,要,iao4,iu4,h,29.327508428382448,29.404794251977318
ma_4336,F,25,Canto,14,Canto_ma_4336,6.911375217237614,我,uo3,uo1,j,39.87220359834847,39.92814036214359
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,钱,ia2,q,n,7.308973088932195,7.48390835420308
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,来,l,iao4,ai2,25.073074699994052,25.117251460082038
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,总,o3,z,ng,23.794472969202243,23.877547169498893
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,给,ei3,g,t,11.030788381143081,11.142383493508772
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,因,i1,<SIL>,n,3.1789315344172353,3.283011759428414
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,时候,ii2,sh,h,21.366484983317363,21.39697793286574
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,为,uei4,n,n,3.291631017025771,3.4157942429968804
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,她,t,ii4,a1,42.51939646351354,42.58162585558764
ma_4336,F,25,Canto,14,Canto_ma_4336,2.8807097544755784,对,uei4,d,<SIL>,54.32082371224402,54.65414400023323
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,交,iao1,j,g,10.8188975505957,11.014628334828405
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,还是,ai2,h,sh,9.504707210558205,9.553613275955097
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,清,q,u4,i1,8.511471215461022,8.617579849525358
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,台,t,ng,ai2,23.89618689417906,23.97830953850907
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,总,o3,z,ng,4.88306296933453,4.968186895918277
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,不,b,uo3,u4,18.993722739612938,19.074116173698595
ma_4336,F,25,Canto,14,Canto_ma_4336,4.752918570718802,知道,ii1,zh,d,0.8943166840304625,1.014808170618396
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,但是,ii4,sh,t,42.46969595728978,42.51939646351354
ma_4336,F,25,Canto,14,Canto_ma_4336,2.8807097544755784,对,d,<SIL>,uei4,54.30700732724965,54.32082371224402
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,也,ie3,ng,b,49.6465305135384,49.79742241134013
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,不,b,ao3,u4,8.38980099124122,8.451572687122946
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,要,iao4,uo3,b,30.7653250258591,30.864477702921228
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,找,zh,n,ao3,4.403414086080698,4.458759963692225
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,他们,n,e5,zh,4.3732080792317305,4.403414086080698
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,据,j,n,v4,10.318140052458446,10.373235285693763
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,去,q,iao4,v4,25.4191175456435,25.575842090848806
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,老公,g,ao3,o1,49.5015161862769,49.56625881754457
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,这个,e4,g,zh,46.84253379749246,46.904946233847845
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,就,j,<SIL>,iu4,45.86053265961442,45.87827674201068
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,他,t,ng,a1,28.99714680583648,29.031890419024375
ma_4336,F,25,Canto,14,Canto_ma_4336,5.3523265991775455,叫,j,e4,iao4,36.46634127822515,36.52139792035521
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,便,b,uei2,ia4,24.733036449567216,24.775869264503616
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,天,t,a4,ia1,3.5961265473834914,3.729547262777463
ma_4336,F,25,Canto,14,Canto_ma_4336,4.8543030136365,我们,m,uo3,e5,27.11435776055842,27.158040791737903
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,说,sh,uo3,uo1,32.216353390388676,32.30856717504985
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,还是,h,a1,ai2,9.467534074683515,9.504707210558205
ma_4336,F,25,Canto,14,Canto_ma_4336,5.275543428890118,忙,ng,a,<SIL>,18.03961997859588,18.051059523473413
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,这个,e4,g,n,47.15091076117436,47.20100139874344
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,跟,n,e1,uo3,32.09013207977529,32.097975405977905
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,英文,n,ue2,k,56.49539168811431,56.59399598731414
ma_4336,F,25,Canto,14,Canto_ma_4336,6.911375217237614,她,a1,t,q,40.330461981889464,40.42052287430502
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,说,sh,ia1,uo1,46.49896149217312,46.57359567851032
ma_4336,F,25,Canto,14,Canto_ma_4336,5.3523265991775455,李,l,iao4,i3,36.64253118465866,36.676461690609095
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,打,d,ii2,a3,31.55366958597301,31.576867299018875
ma_4336,F,25,Canto,14,Canto_ma_4336,4.69246275567496,好,h,iao4,ao3,58.0063667787837,58.12264460758549
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,懂,d,u4,o3,49.996233516961375,50.045205420072385
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,懂,d,u4,o3,48.6386407539633,48.65520315285058
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,这个,zh,iao4,ei4,44.29030691243676,44.37434865062299
ma_4336,F,25,Canto,14,Canto_ma_4336,4.8543030136365,不,b,n,u4,27.206798593957192,27.222612102071853
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,男,n,e4,a2,44.479360213894815,44.55778609233391
ma_4336,F,25,Canto,14,Canto_ma_4336,5.859734590612213,当然,a1,d,ng,7.75775232396425,7.859089554928357
ma_4336,F,25,Canto,14,Canto_ma_4336,6.135591012491206,男,n,e4,a2,47.20100139874344,47.25737468497508
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,还是,h,a1,ai2,42.65880381109515,42.666352140928225
ma_4336,F,25,Canto,14,Canto_ma_4336,4.8543030136365,去,q,u4,v4,27.328359204972607,27.41098940770612
ma_4336,F,25,Canto,14,Canto_ma_4336,5.936037739949313,钱,ia2,q,n,5.54402452034263,5.740464350920507
ma_4336,F,25,Canto,14,Canto_ma_4336,7.082905895689728,还是,ai2,h,sh,42.666352140928225,42.734111994184865
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,一定,d,i1,i4,32.788388182049395,32.83478147662098
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,随,uei2,s,b,24.655873197408457,24.733036449567216
ma_4336,F,25,Canto,14,Canto_ma_4336,6.240291445592509,时候,ou5,h,d,21.405321857927714,21.45744146229565
ma_4336,F,25,Canto,14,Canto_ma_4336,6.472691739133782,个,g,i1,e4,23.630381473154134,23.652323782027977
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,电话,h,n,ua4,31.859465196525846,31.866825390091307
ma_4336,F,25,Canto,14,Canto_ma_4336,5.3523265991775455,那,a4,n,uo3,35.66959003375199,35.752745106323516
ma_4336,F,25,Canto,14,Canto_ma_4336,6.110768350198114,没,m,v4,ei2,29.64917591024665,29.67659156359332
